iter	Passed	Remaining
414	3123	4402
415	3131	4395
416	3138	4387
417	3147	4382
418	3154	4374
419	3161	4365
420	3168	4357
421	3177	4352
422	3185	4344
423	3193	4338
424	3200	4329
425	3207	4321
426	3213	4312
427	3221	4304
428	3228	4296
429	3235	4289
430	3243	4282
431	3250	4274
432	3257	4265
433	3264	4257
434	3272	4250
435	3280	4243
436	3287	4235
437	3295	4228
438	3301	4218
439	3306	4208
440	3314	4201
441	3321	4193
442	3328	4185
443	3334	4175
444	3340	4166
445	3348	4159
446	3355	4150
447	3361	4142
448	3368	4134
449	3377	4128
450	3385	4120
451	3391	4112
452	3399	4105
453	3405	4095
454	3412	4087
455	3419	4079
456	3426	4071
457	3434	4064
458	3442	4057
459	3449	4049
460	3456	4041
461	3465	4035
462	3472	4027
463	3480	4020
464	3487	4012
465	3493	4003
466	3499	3994
467	3506	3986
468	3513	3978
469	3522	3971
470	3528	3963
471	3538	3958
472	3545	3950
473	3553	3943
474	3560	3935
475	3567	3927
476	3575	3920
477	3582	3912
478	3591	3906
479	3599	3899
480	3605	3890
481	3612	3882
482	3622	3877
483	3630	3871
484	3637	3862
485	3646	3856
486	3653	3848
487	3661	3842
488	3670	3835
489	3677	3827
490	3684	3819
491	3691	3811
492	3698	3803
493	3705	3795
494	3712	3787
495	3721	3781
496	3729	3774
497	3736	3766
498	3743	3758
499	3752	3752
500	3759	3744
501	3767	3737
502	3773	3728
503	3779	3719
504	3785	3710
505	3791	3701
506	3797	3692
507	3803	3683
508	3809	3675
509	3817	3667
510	3825	3660
511	3834	3654
512	3841	3647
513	3849	3639
514	3856	3631
515	3863	3623
516	3871	3617
517	3879	3609
518	3885	3601
519	3893	3594
520	3902	3588
521	3910	3580
522	3920	3575
523	3927	3567
524	3936	3561
525	3943	3553
526	3952	3547
527	3960	3540
528	3968	3532
529	3976	3526
530	3984	3519
531	3992	3512
532	4001	3505
533	4008	3497
534	4017	3491
535	4023	3482
536	4032	3476
537	4039	3468
538	4046	3461
539	4054	3453
540	4061	3446
541	4073	3441
542	4082	3436
543	4091	3429
544	4099	3422
545	4107	3415
546	4115	3408
547	4122	3400
548	4130	3392
549	4136	3384
550	4142	3375
551	4148	3366
552	4155	3359
553	4163	3351
554	4171	3344
555	4178	3337
556	4187	3330
557	4194	3322
558	4199	3313
559	4207	3305
560	4215	3298
561	4222	3290
562	4229	3283
563	4235	3273
564	4242	3266
565	4249	3258
566	4256	3250
567	4263	3242
568	4271	3235
569	4278	3227
570	4284	3219
571	4290	3210
572	4298	3202
573	4306	3196
574	4313	3188
575	4321	3181
576	4327	3172
577	4334	3164
578	4342	3157
579	4350	3150
580	4358	3143
581	4363	3133
582	4370	3125
583	4377	3118
584	4385	3110
585	4392	3102
586	4399	3095
587	4406	3087
588	4415	3081
589	4422	3073
590	4430	3066
591	4436	3057
592	4444	3050
593	4451	3042
594	4460	3036
595	4469	3029
596	4477	3022
597	4485	3015
598	4494	3008
599	4502	3001
600	4511	2995
601	4519	2987
602	4527	2980
603	4534	2972
604	4540	2964
605	4548	2957
606	4555	2949
607	4562	2941
608	4569	2933
609	4575	2925
610	4581	2916
611	4589	2909
612	4595	2901
613	4603	2893
614	4610	2886
615	4618	2879
616	4626	2871
617	4632	2863
618	4639	2855
619	4647	2848
620	4654	2840
621	4662	2833
622	4669	2825
623	4677	2818
624	4685	2811
625	4694	2804
626	4701	2796
627	4708	2789
628	4717	2782
629	4725	2775
630	4733	2767
631	4740	2760
632	4748	2753
633	4756	2745
634	4764	2738
635	4773	2731
636	4781	2725
637	4789	2717
638	4796	2709
639	4804	2702
640	4813	2695
641	4820	2688
642	4829	2681
643	4836	2673
644	4844	2666
645	4852	2658
646	4861	2652
647	4867	2644
648	4875	2636
649	4881	2628
650	4889	2621
651	4896	2613
652	4904	2606
653	4911	2598
654	4918	2590
655	4926	2583
656	4933	2575
657	4942	2569
658	4950	2561
659	4957	2553
660	4963	2545
661	4972	2539
662	4980	2531
663	4988	2524
664	4995	2516
665	5002	2508
666	5012	2502
667	5018	2494
668	5025	2486
669	5033	2479
670	5041	2471
671	5047	2463
672	5053	2455
673	5061	2447
674	5070	2441
675	5076	2433
676	5082	2425
677	5088	2416
678	5094	2408
679	5101	2400
680	5109	2393
681	5116	2385
682	5123	2378
683	5130	2370
684	5138	2363
685	5145	2355
686	5153	2347
687	5161	2340
688	5167	2332
689	5175	2325
690	5183	2317
691	5189	2309
692	5198	2302
693	5205	2295
694	5213	2288
695	5221	2280
696	5230	2273
697	5238	2266
698	5244	2258
699	5252	2250
700	5259	2243
701	5266	2235
702	5274	2228
703	5283	2221
704	5290	2213
705	5299	2206
706	5306	2199
707	5314	2192
708	5322	2184
709	5330	2177
710	5335	2168
711	5345	2162
712	5353	2154
713	5361	2147
714	5368	2139
715	5375	2132
716	5382	2124
717	5388	2116
718	5395	2108
719	5403	2101
720	5410	2093
721	5417	2086
722	5425	2078
723	5432	2071
724	5442	2064
725	5449	2056
726	5456	2048
727	5464	2041
728	5471	2034
729	5478	2026
730	5486	2019
731	5494	2011
732	5502	2004
733	5509	1996
734	5517	1989
735	5523	1981
736	5531	1974
737	5537	1965
738	5544	1958
739	5553	1951
740	5561	1944
741	5569	1936
742	5576	1929
743	5584	1921
744	5593	1914
745	5601	1907
746	5608	1899
747	5616	1892
748	5625	1885
749	5633	1877
750	5642	1870
751	5649	1863
752	5659	1856
753	5668	1849
754	5676	1842
755	5684	1834
756	5693	1827
757	5701	1820
758	5709	1812
759	5715	1804
760	5723	1797
761	5730	1789
762	5739	1782
763	5748	1775
764	5757	1768
765	5765	1761
766	5772	1753
767	5779	1746
768	5788	1738
769	5796	1731
770	5806	1724
771	5815	1717
772	5825	1710
773	5832	1703
774	5841	1695
775	5848	1688
776	5855	1680
777	5862	1672
778	5871	1665
779	5878	1658
780	5883	1649
781	5891	1642
782	5897	1634
783	5904	1626
784	5911	1619
785	5918	1611
786	5925	1603
787	5931	1595
788	5938	1588
789	5945	1580
790	5952	1572
791	5960	1565
792	5967	1557
793	5974	1550
794	5981	1542
795	5989	1535
796	5996	1527
797	6005	1520
798	6012	1512
799	6021	1505
800	6028	1497
801	6039	1490
802	6047	1483
803	6055	1476
804	6063	1468
805	6072	1461
806	6080	1454
807	6092	1447
808	6100	1440
809	6111	1433
810	6121	1426
811	6134	1420
812	6143	1413
813	6154	1406
814	6167	1400
815	6176	1392
816	6185	1385
817	6194	1378
818	6203	1371
819	6210	1363
820	6218	1355
821	6226	1348
822	6235	1340
823	6242	1333
824	6250	1325
825	6258	1318
826	6266	1310
827	6274	1303
828	6284	1296
829	6292	1288
830	6301	1281
831	6309	1274
832	6319	1266
833	6327	1259
834	6336	1252
835	6344	1244
836	6351	1236
837	6358	1229
838	6365	1221
839	6373	1213
840	6380	1206
841	6388	1198
842	6395	1191
843	6402	1183
844	6409	1175
845	6418	1168
846	6425	1160
847	6432	1153
848	6438	1145
849	6446	1137
850	6453	1130
851	6460	1122
852	6467	1114
853	6474	1106
854	6481	1099
855	6489	1091
856	6497	1084
857	6504	1076
858	6510	1068
859	6517	1061
860	6524	1053
861	6532	1045
862	6540	1038
863	6546	1030
864	6554	1022
865	6562	1015
866	6568	1007
867	6575	1000
868	6582	992
869	6589	984
870	6597	977
871	6605	969
872	6612	961
873	6619	954
874	6628	946
875	6635	939
876	6644	931
877	6650	924
878	6656	916
879	6663	908
880	6671	901
881	6679	893
882	6686	885
883	6692	878
884	6699	870
885	6707	862
886	6713	855
887	6722	847
888	6731	840
889	6739	832
890	6746	825
891	6754	817
892	6762	810
893	6768	802
894	6774	794
895	6780	786
896	6786	779
897	6792	771
898	6800	764
899	6806	756
900	6815	748
901	6820	741
902	6827	733
903	6834	725
904	6840	718
905	6849	710
906	6856	703
907	6862	695
908	6869	687
909	6876	680
910	6884	672
911	6892	665
912	6900	657
913	6906	649
914	6914	642
915	6921	634
916	6928	627
917	6935	619
918	6943	612
919	6949	604
920	6958	596
921	6965	589
922	6972	581
923	6981	574
924	6988	566
925	6995	558
926	7002	551
927	7012	544
928	7018	536
929	7027	528
930	7035	521
931	7042	513
932	7048	506
933	7055	498
934	7063	491
935	7071	483
936	7079	476
937	7087	468
938	7093	460
939	7101	453
940	7108	445
941	7116	438
942	7124	430
943	7131	423
944	7139	415
945	7146	407
946	7153	400
947	7162	392
948	7169	385
949	7177	377
950	7187	370
951	7195	362
952	7203	355
953	7210	347
954	7217	340
955	7225	332
956	7232	324
957	7239	317
958	7247	309
959	7254	302
960	7262	294
961	7270	287
962	7278	279
963	7286	272
964	7292	264
965	7300	256
966	7309	249
967	7317	241
968	7325	234
969	7335	226
970	7342	219
971	7351	211
972	7359	204
973	7369	196
974	7376	189
975	7385	181
976	7392	174
977	7400	166
978	7408	158
979	7415	151
980	7424	143
981	7432	136
982	7440	128
983	7447	121
984	7454	113
985	7461	105
986	7468	98
987	7475	90
988	7484	83
989	7490	75
990	7498	68
991	7507	60
992	7515	52
993	7523	45
994	7532	37
995	7539	30
996	7545	22
997	7555	15
998	7561	7
999	7568	0
