iter	RMSE
359	0.8818723193
360	0.8818081452
361	0.881763905
362	0.8816987127
363	0.8816161073
364	0.8815137505
365	0.881369761
366	0.8812845068
367	0.881223954
368	0.8811539106
369	0.8811339579
370	0.8810377549
371	0.8809720567
372	0.8809308494
373	0.8809219305
374	0.8808382288
375	0.8807892778
376	0.8807285196
377	0.8806965462
378	0.8806561944
379	0.880653942
380	0.880593273
381	0.8805515186
382	0.8804739884
383	0.8803916752
384	0.880307734
385	0.8802816276
386	0.8802508206
387	0.8801899053
388	0.8800970721
389	0.8800233637
390	0.8799666119
391	0.879915741
392	0.8798762186
393	0.8798358149
394	0.8798246254
395	0.8798006544
396	0.8797672876
397	0.8796887995
398	0.879603949
399	0.8795555667
400	0.8795151336
401	0.8793767353
402	0.8792938651
403	0.879228391
404	0.8791920601
405	0.8791412004
406	0.8790997001
407	0.8790430539
408	0.878891832
409	0.878721297
410	0.8787210918
411	0.8786745986
412	0.8786088666
413	0.8785503005
414	0.8784800904
415	0.8784277903
416	0.8783847908
417	0.8782434877
418	0.8782057967
419	0.8781362796
420	0.878073003
421	0.8779327891
422	0.8778563349
423	0.8778075766
424	0.8777868745
425	0.8777216088
426	0.8776536429
427	0.8775897289
428	0.8775304346
429	0.877477396
430	0.8774563994
431	0.8774386026
432	0.8773872291
433	0.8773430823
434	0.8772739237
435	0.8772212226
436	0.8771849997
437	0.8771289821
438	0.8770919771
439	0.8770633835
440	0.8770444002
441	0.8769863551
442	0.876933788
443	0.8769024925
444	0.8768596497
445	0.8767934163
446	0.876775222
447	0.8766776666
448	0.8766303616
449	0.8765955532
450	0.8765340199
451	0.876503381
452	0.8764689452
453	0.8764099689
454	0.876269599
455	0.8762086071
456	0.8761537034
457	0.8761082368
458	0.8760580747
459	0.8760399808
460	0.8758988793
461	0.8756996132
462	0.8756583333
463	0.8756149305
464	0.875578818
465	0.8755559419
466	0.8755022555
467	0.8754881583
468	0.875422729
469	0.8753555841
470	0.8753295667
471	0.8751960304
472	0.8751676517
473	0.8751235099
474	0.8750697589
475	0.8750234628
476	0.8749898261
477	0.8749157265
478	0.8747948054
479	0.8747292627
480	0.8747244159
481	0.8746913937
482	0.8746109725
483	0.874575488
484	0.8745632391
485	0.874504351
486	0.874475714
487	0.8744404798
488	0.8742756189
489	0.874241358
490	0.8741684398
491	0.8741359696
492	0.8740575577
493	0.8740385418
494	0.8739943367
495	0.8739472854
496	0.8739035945
497	0.8738758926
498	0.8738223838
499	0.8737316763
500	0.873703079
501	0.8736679444
502	0.873609666
503	0.8736010747
504	0.8735936468
505	0.8735675401
506	0.8735216787
507	0.873511929
508	0.8734855058
509	0.873408277
510	0.8733402482
511	0.8733122924
512	0.8732855253
513	0.8732050728
514	0.8731824756
515	0.8731139558
516	0.8730751868
517	0.8730412925
518	0.8729669271
519	0.8728926116
520	0.8728576036
521	0.8728407217
522	0.8728104437
523	0.8727819108
524	0.8727322826
525	0.8726689492
526	0.872604492
527	0.8724808895
528	0.8724333702
529	0.8724030889
530	0.8723872739
531	0.8723067963
532	0.8722899028
533	0.8722770634
534	0.8722251469
535	0.8722196456
536	0.8721362769
537	0.8721233697
538	0.872103721
539	0.8720447257
540	0.8720073373
541	0.8719818664
542	0.8719643782
543	0.8719162665
544	0.871864855
545	0.8718259093
546	0.8717689305
547	0.8717438413
548	0.8716814733
549	0.8716681347
550	0.8716287637
551	0.8716098236
552	0.8715166424
553	0.8714681691
554	0.8714482129
555	0.8713482044
556	0.8712914406
557	0.8712128785
558	0.8711814287
559	0.8711437033
560	0.8710222559
561	0.8709736885
562	0.8709286024
563	0.8708983384
564	0.8707894974
565	0.870773357
566	0.8707189648
567	0.8706726706
568	0.8706440867
569	0.8706328787
570	0.8705641568
571	0.8705501055
572	0.8705302977
573	0.8704322978
574	0.8703871463
575	0.8703409458
576	0.8703014047
577	0.8702545617
578	0.8702052301
579	0.8701519072
580	0.8701002196
581	0.8700964087
582	0.8700637676
583	0.8700173875
584	0.8699140813
585	0.8698761877
586	0.8698172867
587	0.8697778545
588	0.8697161952
589	0.8696697828
590	0.8696274181
591	0.8695691628
592	0.8695303343
593	0.8695089939
594	0.8694665625
595	0.8694437721
596	0.8694119385
597	0.8693869431
598	0.8693331605
599	0.8692963232
600	0.8692225054
601	0.8691927848
602	0.8691505162
603	0.8691338142
604	0.86912615
605	0.8690765181
606	0.8690654602
607	0.8690149405
608	0.8689105419
609	0.8688879987
610	0.8688400723
611	0.8688102713
612	0.8687868308
613	0.8687271903
614	0.8686583859
615	0.8686157445
616	0.8685755961
617	0.8685411855
618	0.8685053259
619	0.8684733913
620	0.8684516903
621	0.8684339733
622	0.8683889021
623	0.8683578163
624	0.8683052186
625	0.8682770974
626	0.8682430119
627	0.868234676
628	0.8681950947
629	0.868178073
630	0.8681456585
631	0.8681153212
632	0.8680669298
633	0.8680546798
634	0.8680247719
635	0.8679197164
636	0.8678583864
637	0.8678171581
638	0.8677622101
639	0.8676908642
640	0.8676199133
641	0.8676075876
642	0.8675765123
643	0.8674670318
644	0.8673990741
645	0.8673401007
646	0.8672972194
647	0.867197502
648	0.8671448847
649	0.8671282138
650	0.8670745463
651	0.8670504078
652	0.8670101444
653	0.8669706754
654	0.8669571124
655	0.8668917404
656	0.8668512274
657	0.866806161
658	0.8667687137
659	0.8667498868
660	0.8667153792
661	0.8666554804
662	0.8666080102
663	0.8665453414
664	0.8665136996
665	0.8664402412
666	0.866340748
667	0.8663094377
668	0.8662624468
669	0.8662305019
670	0.8661823007
671	0.866144584
672	0.8661103182
673	0.8660714671
674	0.8659635232
675	0.8659557916
676	0.8659107879
677	0.8658810225
678	0.8658524829
679	0.8658165697
680	0.8658086205
681	0.8657612191
682	0.8657469558
683	0.8656897871
684	0.8656507422
685	0.8656060801
686	0.8655525037
687	0.8654923707
688	0.8654632302
689	0.8654124227
690	0.8653193335
691	0.8652972561
692	0.8652506044
693	0.8652120399
694	0.8651873096
695	0.8651255609
696	0.8650776013
697	0.865041184
698	0.8650193501
699	0.8649940591
700	0.8649655683
701	0.8649007636
702	0.8648313068
703	0.8648077563
704	0.8647797678
705	0.8647554267
706	0.8647184415
707	0.8646713744
708	0.8646435553
709	0.8646193762
710	0.8646032951
711	0.8645736469
712	0.8645021347
713	0.8644702858
714	0.8644446795
715	0.8644012109
716	0.8643377026
717	0.8643144283
718	0.8642717033
719	0.8641956989
720	0.8641062997
721	0.8640749114
722	0.8640487164
723	0.8639961968
724	0.8639195374
725	0.8638896057
726	0.8638662158
727	0.8638406332
728	0.8638224933
729	0.8637916263
730	0.8637398128
731	0.8637075017
732	0.8636697729
733	0.863622949
734	0.8635735467
735	0.8635260002
736	0.8634924335
737	0.8634335381
738	0.8634240393
739	0.8633846148
740	0.8633572432
741	0.8632999416
742	0.8632456499
743	0.8632016318
744	0.8631651895
745	0.8631242348
746	0.8631071185
747	0.8630818962
748	0.8630494316
749	0.863018642
750	0.862998653
751	0.8629441875
752	0.8629063204
753	0.8628389095
754	0.8627980957
755	0.8627785469
756	0.8627057557
757	0.8626750078
758	0.8626360386
759	0.8625994021
760	0.8625682352
761	0.8625205628
762	0.8624683151
763	0.8624316552
764	0.8623884622
765	0.8623308357
766	0.8622960467
767	0.862254012
768	0.8622176561
769	0.8621786784
770	0.8621508812
771	0.8621374042
772	0.8621131671
773	0.8620819549
774	0.8620258493
775	0.8620042029
776	0.8619719201
777	0.8619504954
778	0.8619140654
779	0.8618773671
780	0.8618513573
781	0.8618034404
782	0.8617755645
783	0.8617522056
784	0.8617308256
785	0.8617068607
786	0.8616744563
787	0.86166826
788	0.8616482485
789	0.8616224083
790	0.8616049721
791	0.8615818662
792	0.8615124022
793	0.8614605465
794	0.8614048839
795	0.8613695003
796	0.861335187
797	0.861298914
798	0.861283394
799	0.8612518698
800	0.8612207063
801	0.8610002643
802	0.8609393907
803	0.8609200189
804	0.8608916363
805	0.8608640825
806	0.8608378141
807	0.8607996042
808	0.8607547401
809	0.8607250424
810	0.8606068401
811	0.8605782895
812	0.8605593783
813	0.8605110827
814	0.8604806182
815	0.8604481164
816	0.8604122082
817	0.8603563734
818	0.8603416979
819	0.8603283832
820	0.8602833776
821	0.8602644677
822	0.8602397872
823	0.8601985762
824	0.860155661
825	0.8601424817
826	0.8600906061
827	0.8600577754
828	0.8599873545
829	0.8599765071
830	0.8599564169
831	0.8599295802
832	0.8598951522
833	0.8598752836
834	0.8598608685
835	0.8598185592
836	0.8597747135
837	0.8597206318
838	0.8596767285
839	0.8596467362
840	0.859610065
841	0.8595223672
842	0.8595041595
843	0.859452712
844	0.8594002005
845	0.8593834976
846	0.8593497731
847	0.85933033
848	0.8592765034
849	0.8592510029
850	0.8592080482
851	0.8591457333
852	0.8591266803
853	0.8591174363
854	0.8590961996
855	0.8590466755
856	0.8590145396
857	0.858980585
858	0.8589575084
859	0.8589078772
860	0.8588663923
861	0.8588274573
862	0.8588003722
863	0.8587626451
864	0.8587201707
865	0.858672147
866	0.8586641375
867	0.8586293018
868	0.8586165481
869	0.8585734686
870	0.8585175172
871	0.8584874577
872	0.8584306428
873	0.8583750383
874	0.8583467068
875	0.8583133323
876	0.8582893258
877	0.858276854
878	0.8582682464
879	0.8582513994
880	0.8582279361
881	0.8581769513
882	0.8581601177
883	0.8581493169
884	0.8580764211
885	0.8580437743
886	0.8580332875
887	0.8579688429
888	0.8579045453
889	0.8578595761
890	0.8578416979
891	0.8578025847
892	0.857746009
893	0.857698229
894	0.8576764717
895	0.8576638601
896	0.8576392932
897	0.8576136374
898	0.8575721087
899	0.8575651269
900	0.8575142942
901	0.8575082055
902	0.8574758153
903	0.8574407546
904	0.8573503617
905	0.8573164016
906	0.8572808091
907	0.8572676771
908	0.857219605
909	0.8571923147
910	0.8571721118
911	0.8571150538
912	0.8570464871
913	0.8570272958
914	0.8570048232
915	0.8569754204
916	0.8569635599
917	0.8569455402
918	0.8569186819
919	0.8568934207
920	0.8568619823
921	0.8568254581
922	0.8568236197
923	0.8567569536
924	0.8567464455
925	0.8567227103
926	0.856681635
927	0.8566317495
928	0.8566038798
929	0.8565730962
930	0.8565430723
931	0.8565023952
932	0.8564951024
933	0.856475287
934	0.8563995383
935	0.8563795495
936	0.85635027
937	0.8563322957
938	0.8563071167
939	0.8562638797
940	0.856251648
941	0.8561885789
942	0.8561485108
943	0.8560970297
944	0.8560337567
945	0.8560119733
946	0.8560064896
947	0.8559731848
948	0.855946672
949	0.8559050808
950	0.8558622388
951	0.8558093848
952	0.8557327652
953	0.8557047517
954	0.8556985202
955	0.8556690997
956	0.8556174575
957	0.8556085547
958	0.8556024469
959	0.8555660263
960	0.8555328436
961	0.8554862325
962	0.855271365
963	0.8552651343
964	0.8552442629
965	0.8552266512
966	0.8551987316
967	0.8551619708
968	0.8551496776
969	0.8551000581
970	0.8550774944
971	0.8550466057
972	0.8550261544
973	0.8549483111
974	0.8549248669
975	0.8548819204
976	0.8548454691
977	0.8548283177
978	0.8547517461
979	0.8547218158
980	0.8546354773
981	0.8546219735
982	0.8545719178
983	0.8545185985
984	0.8544751833
985	0.8544374371
986	0.8544296994
987	0.8544050077
988	0.8543543123
989	0.8543087136
990	0.854270276
991	0.854250919
992	0.8542152405
993	0.8541917037
994	0.8541848329
995	0.854127318
996	0.8540853384
997	0.8540606371
998	0.8540500918
999	0.8540189814
