iter	RMSE
556	0.8712981607
557	0.8712657766
558	0.8712373822
559	0.8711961366
560	0.8711509178
561	0.8711046829
562	0.8710848224
563	0.8710513758
564	0.8710090462
565	0.870956421
566	0.8709118616
567	0.8708872533
568	0.8708560135
569	0.870823025
570	0.8707674967
571	0.8707187224
572	0.8706729813
573	0.8706178588
574	0.8705796502
575	0.8705195363
576	0.8704952323
577	0.870464971
578	0.8704358314
579	0.870333675
580	0.8703157337
581	0.8702950991
582	0.8700853617
583	0.8699526639
584	0.8698962962
585	0.8698592999
586	0.869822066
587	0.8697693244
588	0.8696690177
589	0.869597851
590	0.869570168
591	0.8695352042
592	0.8695025453
593	0.8694614815
594	0.869439377
595	0.8693973859
596	0.8693752016
597	0.8693257841
598	0.8692942281
599	0.8692347753
600	0.8691968932
601	0.8691637517
602	0.8691385302
603	0.8690907931
604	0.8690116941
605	0.8689834392
606	0.8689230755
607	0.8689028754
608	0.8688822002
609	0.8688270733
610	0.8687754135
611	0.8687146273
612	0.8686648974
613	0.8686395817
614	0.8686022718
615	0.8685499615
616	0.8684840368
617	0.868453152
618	0.868389452
619	0.8683689231
620	0.8683486938
621	0.8683116
622	0.8682638481
623	0.8682053869
624	0.8681422779
625	0.8681381767
626	0.8680768603
627	0.8680192847
628	0.8679588836
629	0.8679115981
630	0.8678723009
631	0.8678415429
632	0.8677933498
633	0.8677381704
634	0.8676992204
635	0.8675847359
636	0.8675377232
637	0.867501852
638	0.8674602014
639	0.8674413621
640	0.8674209123
641	0.8673625541
642	0.8673312764
643	0.867316852
644	0.8672758149
645	0.8672378068
646	0.8671801983
647	0.8671026208
648	0.8670763299
649	0.8670152513
650	0.8669336559
651	0.8668895543
652	0.8668451019
653	0.8667269142
654	0.8666962474
655	0.8666605099
656	0.8666333855
657	0.8666220861
658	0.8665700743
659	0.866540282
660	0.866508767
661	0.8664930405
662	0.8664626593
663	0.8663773627
664	0.866356105
665	0.8662689272
666	0.8662084119
667	0.8661881512
668	0.8661154739
669	0.8660793454
670	0.8660472601
671	0.8660007939
672	0.8659357836
673	0.8658876535
674	0.8658526724
675	0.8658009829
676	0.865732885
677	0.865655122
678	0.8656071861
679	0.8655557113
680	0.8655375949
681	0.8655024933
682	0.8654205793
683	0.8653762474
684	0.8653509055
685	0.865255553
686	0.8651827905
687	0.8651708243
688	0.8651501962
689	0.8651323068
690	0.8650741369
691	0.8650232402
692	0.8650068462
693	0.8649750706
694	0.8649600994
695	0.8648957663
696	0.8648468876
697	0.8648316684
698	0.8647872664
699	0.8647616304
700	0.864701714
701	0.8646687784
702	0.8646480985
703	0.8646372831
704	0.8645955836
705	0.8645573494
706	0.864541485
707	0.8645353566
708	0.8644821857
709	0.8644512871
710	0.8644145144
711	0.8643749941
712	0.8643568409
713	0.8643367061
714	0.8642939918
715	0.8642804457
716	0.8642266552
717	0.8642118774
718	0.8641911265
719	0.864160134
720	0.8641393661
721	0.8640531506
722	0.8640075145
723	0.8639604886
724	0.8638713474
725	0.8638366689
726	0.8637644086
727	0.8637233749
728	0.8637020458
729	0.8636521171
730	0.8636056921
731	0.8635966434
732	0.8635149053
733	0.863475752
734	0.8634549542
735	0.863404017
736	0.8633700275
737	0.8633158665
738	0.8632563781
739	0.8632300497
740	0.8631991726
741	0.8631253015
742	0.8630891158
743	0.8630638878
744	0.8629967987
745	0.8629823533
746	0.8629598385
747	0.8629082423
748	0.8628732663
749	0.8628449451
750	0.8627806489
751	0.8627521375
752	0.8626950149
753	0.8626713032
754	0.8626429447
755	0.8626027584
756	0.8625780353
757	0.8625470255
758	0.8625147045
759	0.8624762861
760	0.8624415157
761	0.8623724632
762	0.8623044956
763	0.862289864
764	0.8622419165
765	0.8622234662
766	0.8622074296
767	0.8621524515
768	0.862143485
769	0.8621122342
770	0.8620589028
771	0.8620360887
772	0.8620224229
773	0.8619993665
774	0.8619215253
775	0.861814382
776	0.8617489849
777	0.8616903001
778	0.8616093192
779	0.8615794406
780	0.8614914863
781	0.8614749622
782	0.8614642831
783	0.8614425405
784	0.8613593148
785	0.861327976
786	0.8613151929
787	0.8612899388
788	0.8612794535
789	0.8612712397
790	0.8612548206
791	0.8612167534
792	0.8611792493
793	0.8611243561
794	0.861068605
795	0.8610454176
796	0.8610249836
797	0.8608594443
798	0.8608373853
799	0.8607903948
800	0.8607709227
801	0.860748788
802	0.860710101
803	0.860678391
804	0.8606268598
805	0.8606056533
806	0.8605316377
807	0.8604803493
808	0.8604552478
809	0.8604382387
810	0.860407532
811	0.8603673027
812	0.8603327673
813	0.8603096019
814	0.8602587382
815	0.860216211
816	0.860203041
817	0.8601684037
818	0.8601013082
819	0.8600596098
820	0.8599988961
821	0.8599600821
822	0.8599396754
823	0.8599190014
824	0.8598805805
825	0.8598219329
826	0.8597936852
827	0.8597627514
828	0.8597561407
829	0.8596976408
830	0.8596417058
831	0.8595925682
832	0.8595664281
833	0.8595260988
834	0.8594929243
835	0.8594605278
836	0.8593742027
837	0.8593479621
838	0.8592841912
839	0.8592626266
840	0.8592066892
841	0.8591776456
842	0.859122001
843	0.859091078
844	0.8590493688
845	0.8590130115
846	0.8589718888
847	0.8589576439
848	0.8588985295
849	0.8588683296
850	0.8588577225
851	0.8588150298
852	0.8587928345
853	0.8587653465
854	0.8587160398
855	0.8586731733
856	0.8586457904
857	0.8586107689
858	0.8585760147
859	0.8585481409
860	0.8585235123
861	0.8585056304
862	0.858485824
863	0.858430267
864	0.8584058074
865	0.8583990273
866	0.8583837414
867	0.8583678488
868	0.8583225528
869	0.8582974752
870	0.8582746857
871	0.8582590725
872	0.858216776
873	0.8581890074
874	0.8581759919
875	0.8581393509
876	0.8581099345
877	0.8580762599
878	0.8580649256
879	0.8580332448
880	0.8580197283
881	0.8580034865
882	0.857983658
883	0.8578958716
884	0.857874635
885	0.8577755901
886	0.8577521458
887	0.857723428
888	0.857709744
889	0.8576741957
890	0.8576293565
891	0.8575680444
892	0.8575441352
893	0.8575226151
894	0.8575030568
895	0.8574524474
896	0.8574331712
897	0.8573928804
898	0.8573737683
899	0.8573189759
900	0.8573105287
901	0.8572889018
902	0.8572500659
903	0.8572381687
904	0.8571786885
905	0.8571518291
906	0.8570986686
907	0.8570330415
908	0.8569711759
909	0.8569413959
910	0.8569203766
911	0.8568608511
912	0.8568273329
913	0.8568100617
914	0.8567703856
915	0.8567162243
916	0.8566694577
917	0.8566138624
918	0.85656427
919	0.8565291285
920	0.8564892218
921	0.8564712778
922	0.8564392577
923	0.8564183656
924	0.8563977772
925	0.8563626345
926	0.8563461966
927	0.8563213584
928	0.8563047674
929	0.8562732492
930	0.8562378362
931	0.8562087648
932	0.8561488284
933	0.8561391163
934	0.8560742048
935	0.8560299451
936	0.8560026061
937	0.8559668496
938	0.8559288162
939	0.8558923366
940	0.8558494503
941	0.8558124265
942	0.8557433952
943	0.8557268052
944	0.8557145639
945	0.8556809752
946	0.8556705774
947	0.8556433871
948	0.8556105899
949	0.8555931615
950	0.8555121758
951	0.8554880533
952	0.8554535649
953	0.8553933975
954	0.855379646
955	0.8553601022
956	0.8553317605
957	0.8553201783
958	0.8553017797
959	0.8552709949
960	0.855259078
961	0.8552118233
962	0.8551782887
963	0.8551346161
964	0.8551164901
965	0.8550812553
966	0.8550603298
967	0.8550279942
968	0.8549661007
969	0.8549333686
970	0.8549136546
971	0.854856277
972	0.8548156571
973	0.8547741763
974	0.8547586968
975	0.8547208733
976	0.8546931476
977	0.8546769445
978	0.8546421706
979	0.8546227417
980	0.8545812081
981	0.8545564678
982	0.8545038739
983	0.854450193
984	0.8544211609
985	0.8543870524
986	0.8543272723
987	0.8543001865
988	0.8542602203
989	0.8541629281
990	0.8541564174
991	0.8540932034
992	0.8540386657
993	0.8540133888
994	0.8539733678
995	0.8539329947
996	0.8539103366
997	0.8538506276
998	0.8537999473
999	0.8537922544
